snes-01605	Hugh Hefner paid $75,000 to be interred next to Marilyn Monroe in a Los Angeles cemetery.	true	https://www.snopes.com/fact-check/did-hugh-hefner-pay-to-be-buried-next-to-marilyn-monroe/	None	Entertainment	None	Arturo Garcia	None	Did Hugh Hefner Pay to be Interred Next to Marilyn Monroe?	10 October 2017	None	['Los_Angeles', 'Hugh_Hefner', 'Marilyn_Monroe']
snes-06254	Statement reproduces President Obama's response regarding opposition to his veterans' health insurance plan.	false	https://www.snopes.com/fact-check/health-concerns/	None	Politicians	None	David Mikkelson	None	Barack Obama on Veterans’ Health Insurance	8 April 2009	None	['Barack_Obama']
snes-02740	A Georgia man went on a killing frenzy and murdered 31 people after binge-watching The Walking Dead.	false	https://www.snopes.com/fact-check/meth-man-kills-zombies/	None	Junk News	None	David Mikkelson	None	Man on Crystal Meth Kills 12 Neighbors, Thinking They’re Zombies?	22 March 2017	None	['Georgia_(U.S._state)']
snes-04211	Scented candles can cause cancer (or other major health problems).	unproven	https://www.snopes.com/fact-check/do-scented-candles-cause-cancer/	None	Uncategorized	None	Bethania Palma	None	Do Scented Candles Cause Cancer?	19 August 2016	None	['None']
snes-02393	A video documents the existence of a never-ending "Escherian Stairwell."	false	https://www.snopes.com/fact-check/escherian-stairwell/	None	Fauxtography	None	David Mikkelson	None	Escherian Stairwell	6 May 2013	None	['None']
snes-03163	A video shows worms found by a consumer inside the candy wrappers of Ferrero Rocher chocolates.	unproven	https://www.snopes.com/fact-check/claim-bugs-found-in-ferrero-rocher-candy/	None	Food	None	Bethania Palma	None	Bugs Found in Ferrero Rocher Candy?	11 January 2017	None	['None']
snes-00177	A judge in Detroit ordered that a white woman should stand trial as an African American instead.	false	https://www.snopes.com/fact-check/judge-white-woman-tried-african-american/	None	Junk News	None	Dan Evon	None	Did a Judge Order That a White Woman Be Tried As an African-American?	23 August 2018	None	['Detroit', 'African_American']
snes-04941	Country music singer Merle Haggard left his entire estate to an LGBT group.	false	https://www.snopes.com/fact-check/false-merle-haggard-estate-lgbt/	None	Junk News	None	Dan Evon	None	Merle Haggard Leaves Estate to Bakersfield LGBT Group	11 April 2016	None	['Merle_Haggard', 'LGBT']
snes-01120	FBI agents formed a secret society to oppose President Donald Trump.	false	https://www.snopes.com/fact-check/do-fbi-agents-have-a-secret-society/	None	Politics	None	Bethania Palma	None	Do FBI Agents Have an Anti-Trump ‘Secret Society’?	26 January 2018	None	['Federal_Bureau_of_Investigation', 'Donald_Trump']
snes-05956	mixture	mixture	https://www.snopes.com/fact-check/marine-banned/	None	Uncategorized	None	David Mikkelson	None	Maryland School Bans Marine Veteran Over Daughter’s Homework	27 October 2014	None	['None']
snes-03251	A woman named Catherine Elizabeth Clennan is genuinely seeking several million dollars via GoFundMe to live her dream life.	unproven	https://www.snopes.com/fact-check/is-catherine-elizabeth-clennans-gofundme-campaign-authentic/	None	Viral Phenomena	None	Kim LaCapria	None	Is Catherine Elizabeth Clennan’s GoFundMe Campaign Authentic?	28 December 2016	None	['None']
snes-05933	A 14-year-old boy named Devon Ward is missing from his Horseheads, New York, home.	outdated	https://www.snopes.com/fact-check/devon-ward/	None	Inboxer Rebellion	None	David Mikkelson	None	Missing Child: Devon Ward	18 April 2013	None	['New_York_City']
snes-02858	The United States Holocaust Memorial Museum in Washington, D.C. has a display listIng off "early warning signs" of an encroaching fascist government.	mixture	https://www.snopes.com/fact-check/holocaust-museum-warning-signs-fascism/	None	Politics	None	Dan Evon	None	Did a Holocaust Museum Display a Poster Listing ‘Early Warning Signs of Fascism’?	1 March 2017	None	['Washington,_D.C.', 'United_States_Holocaust_Memorial_Museum']
